size id c0x y c1x y c2x y c3x y center_x y 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.765 310.648 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 346 258 276 328 276 328 346 292.798 310.618 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.758 310.648 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.751 310.684 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.781 310.625 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.759 310.661 
1 17 258 346 258 276 328 276 328 346 292.765 310.648 
1 17 258 346 258 276 328 276 328 346 292.758 310.671 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.765 310.648 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.784 310.653 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.764 310.635 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.758 310.648 
1 17 258 346 258 276 328 276 328 346 292.768 310.651 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.758 310.648 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.759 310.661 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.765 310.648 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.758 310.648 
1 17 258 346 258 276 328 276 328 346 292.725 310.678 
1 17 258 346 258 276 328 276 328 346 292.781 310.627 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.785 310.642 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.775 310.64 
1 17 258 346 258 276 328 276 328 346 292.725 310.678 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.792 310.629 
1 17 258 346 258 276 328 276 328 346 292.742 310.671 
1 17 258 346 258 276 328 276 328 346 292.748 310.658 
1 17 258 346 258 276 328 276 328 346 292.792 310.631 
1 17 258 346 258 276 328 276 328 346 292.714 310.671 
1 17 258 346 258 276 328 276 328 346 292.731 310.665 
1 17 258 347.253 258 276 328 276 328 345.444 292.548 310.931 
1 17 258 350 258 278 328 278 328 350 292.712 313.467 
1 17 257.2 342 260.308 272 330.444 272 327.139 342 293.557 306.509 
1 17 258 344 258 272 328 272 328 344 292.754 307.524 
1 17 258 344 258 274 328 274 328 344 292.855 308.658 
1 17 258 342 258 272 328 272 328 342 292.828 306.823 
1 17 257.644 343.036 258.778 272 329.308 272 327.372 341.544 292.904 306.929 
1 17 257.617 342 258.804 272 329.215 272 327.378 342 293.058 306.726 
1 17 258 344.171 258 272 328 272 328 341.204 292.498 307.048 
1 17 258 342.804 258 272 328 272 328 341.617 292.581 306.939 
1 17 258 342 258 272 328 272 328 342 292.741 306.75 
1 17 258 342 258 272 328 272 328 342 292.786 306.687 
1 17 258 342 258 269.692 328 272.8 328 342 292.586 306.351 
1 17 258 342 258 269.267 328 271.733 328 342 292.518 305.861 
1 17 258 340 258 270 328 270 328 340 292.69 304.742 
1 17 258 340 258 270 328 270 328 340 292.745 304.691 
1 17 258 340 258 270 328 270 328 340 292.725 304.677 
1 17 258 340 258 270 328 270 328 340 292.744 304.737 
1 17 258 340 258 270 328 270 328 340 292.794 304.673 
1 17 258 340 258 269.196 328 270.383 328 340 292.803 304.561 
1 17 258 340 258 267.462 328 270.767 328 340 292.556 304.268 
1 17 258 338.282 258 268 328 268 328 337.859 292.627 302.873 
1 17 258 338 258 268 328 268 328 338 292.765 302.648 
1 17 258 338 258 268 328 268 328 338 292.777 302.672 
1 17 258 338 258 266.147 328 268.746 328 338 292.638 302.418 
1 17 258 338 258 265.21 328 268.43 328 338 292.503 302.025 
1 17 258 338 258 265.386 328 267.364 328 338 292.551 301.844 
1 17 257.862 338.314 258.273 266 328.277 266 327.861 335.206 292.577 301.186 
1 17 258 336 258 266 328 266 328 336 292.71 300.707 
1 17 258 336 258 266 328 266 328 336 292.789 300.777 
1 17 258 336 258 264.523 328 266.642 328 336 292.667 300.596 
1 17 257.74 336 258.541 263.199 328.773 265.807 327.583 336 292.752 299.902 
1 17 257.736 336.32 258.534 263.85 328.826 264.275 327.583 333.219 292.561 299.158 
1 17 258 334 258 264 328 264 328 334 292.701 298.784 
1 17 258 334 258 264 328 264 328 334 292.772 298.779 
1 17 258 334 258 263.718 328 264.141 328 334 292.792 298.688 
1 17 257.74 334 258.537 261.594 328 264.79 328 334 292.64 298.422 
1 17 258 333.99 258 262 328 262 328 331.249 292.315 297.083 
1 17 258 332 258 262 328 262 328 332 292.74 296.749 
1 17 258 332 258 262 328 262 328 332 292.715 296.747 
1 17 258 332 258 262 328 262 328 332 292.772 296.685 
1 17 258 332 258 259.602 328 262.773 328 332 292.507 296.311 
1 17 258 330.492 258 260 328 260 328 329.786 292.638 294.829 
1 17 258 330 258 260 328 260 328 330 292.767 294.666 
1 17 258 330 258 260 328 260 328 330 292.748 294.658 
1 17 258 330 258 258.396 328 260.769 328 330 292.65 294.474 
1 17 258 330 258 257.662 328 260.882 328 330 292.492 294.22 
1 17 258 329.824 258 257.731 328 258.55 328 327.281 292.354 292.884 
1 17 258 328 258 258 328 258 328 328 292.744 292.68 
1 17 258 328 258 258 328 258 328 328 292.756 292.634 
1 17 258 328 258 258 328 258 328 328 292.772 292.691 
1 17 258 328 258 255.27 328 258.632 328 328 292.505 292.022 
1 17 258 328.416 258 255.299 328 257.672 328 326.352 292.395 291.443 
1 17 258 326 258 256 328 256 328 326 292.756 290.634 
1 17 258 326 258 256 328 256 328 326 292.756 290.634 
1 17 258 326 258 256 328 256 328 326 292.717 290.731 
1 17 258 326 258 253.662 328 256.882 328 326 292.517 290.196 
1 17 258 326 258 253.27 328 256.632 328 326 292.48 289.995 
1 17 258 324 258 254 328 254 328 324 292.756 288.634 
1 17 258 324 258 254 328 254 328 324 292.756 288.634 
1 17 258 324 258 253.73 328 254.153 328 324 292.688 288.566 
1 17 258 324 258 252.396 328 254.769 328 324 292.664 288.447 
1 17 258 322 258 251.431 328 253.267 328 322 292.439 286.602 
1 17 258 322 258 252 328 252 328 322 292.701 286.68 
1 17 258 322 258 252 328 252 328 322 292.731 286.587 
1 17 258 322 258 251.23 328 252.417 328 322 292.667 286.53 
1 17 258 322 258 249.781 328 252.889 328 322 292.563 286.302 
1 17 258 322 258 249.247 328 252.524 328 322 292.483 285.968 
1 17 258 320 258 250 328 250 328 320 292.747 284.638 
1 17 258 320 258 250 328 250 328 320 292.762 284.619 
1 17 258 320 258 250 328 250 328 320 292.756 284.62 
1 17 258 320 258 247.914 328 250.88 328 320 292.578 284.358 
1 17 258 320 258 247.321 328 250.711 328 320 292.477 284.032 
1 17 258 318 258 248 328 248 328 318 292.756 282.634 
1 17 258 318 258 248 328 248 328 318 292.762 282.619 
1 17 258 318 258 248 328 248 328 318 292.762 282.619 
1 17 258 318 258 248 328 248 328 318 292.742 282.603 
1 17 258 318 258 245.464 328 248.826 328 318 292.519 282.13 
1 17 258 316 258 245.859 328 246.282 328 316 292.638 280.802 
1 17 258 316 258 246 328 246 328 316 292.732 280.649 
1 17 258 316 258 246 328 246 328 316 292.739 280.643 
1 17 258 316 258 246 328 246 328 316 292.731 280.587 
1 17 258 316 258 244.785 328 246.622 328 316 292.633 280.46 
1 17 258 315.388 258 243.2 328 246.308 328 314.822 292.432 279.453 
1 17 258 314 258 243.745 328 244.536 328 314 292.576 278.504 
1 17 258 314 258 244 328 244 328 314 292.762 278.619 
1 17 258 314 258 244 328 244 328 314 292.756 278.634 
1 17 258 314 258 242.147 328 244.746 328 314 292.636 278.391 
1 17 258 314 258 241.27 328 244.632 328 314 292.472 278.014 
1 17 258 312 258 241.517 328 243.043 328 312 292.505 276.571 
1 17 258 312 258 242 328 242 328 312 292.712 276.696 
1 17 258 312 258 242 328 242 328 312 292.658 276.769 
1 17 257.446 312 259.179 242 329.215 242 327.378 312 292.945 276.567 
1 17 258 312 258 239.781 328 242.889 328 312 292.548 276.235 
1 17 258 312.023 258 239.174 328 242.536 328 311.853 292.439 276.029 
1 17 258 310 258 240 328 240 328 310 292.72 274.66 
1 17 257.517 310 259.043 240 329.215 240 327.378 310 293.025 274.579 
1 17 258 310 258 238.957 328.267 240.489 327.847 310 292.689 274.47 
1 17 257.864 310 258.276 237.475 328.266 240.779 327.847 310 292.547 274.253 
1 17 258 308.397 258 237.12 328 240.086 328 308.001 292.492 273.029 
1 17 257.872 308 258.268 238 328.293 238 327.841 308 292.885 272.774 
1 17 257.222 308 260.019 238 329.874 238 327.193 308 293.311 272.608 
1 17 257.373 308 259.377 238 329.416 238 327.297 308 293.09 272.56 
1 17 257.246 308 259.939 236.394 330.053 238.771 327.12 308 293.168 272.334 
1 17 257.388 307.5 259.458 235.176 329.408 238.282 327.302 307.839 292.872 271.824 
1 17 257.781 306 260.889 236 330.569 236 328.733 306 294.182 270.543 
1 17 257.301 306 260.575 236 330.726 236 327.505 306 293.805 270.454 
1 17 257.357 306 260.7 234.804 330.76 236.642 327.57 306 293.783 270.294 
1 17 257.425 306 260.789 234.092 330.671 236.885 328.328 306 293.884 270.291 
1 17 257.556 304 260.887 233.454 330.591 235.283 328.571 304 293.8 268.637 
1 17 258.584 304 260.703 234 330 234 330 304 294.53 268.718 
1 17 257.709 304 260.791 234 330.629 234 328.538 304 294.109 268.496 
1 17 257.855 304 260.77 234 330.483 234 328.957 304 294.242 268.619 
1 17 257.507 304 260.838 231.949 330.741 234.912 327.981 304 293.782 268.223 
1 17 257.79 301.797 260.919 231.315 330.679 234.665 328.325 304.077 293.995 267.405 
1 17 258.584 302 260.703 232 330 232 330 302 294.554 266.779 
1 17 257.914 302 260.88 232 330.128 232 329.732 302 294.381 266.733 
1 17 258.267 302 260.767 231.018 330 232.527 330 302 294.441 266.648 
1 17 257.829 302 260.876 230.109 330.368 232.858 329.196 302 294.114 266.339 
1 17 260 300 260 229.431 330 231.267 330 300 294.396 264.703 
1 17 258.584 300 260.714 229.629 330 230.804 330 300 294.309 264.81 
1 17 258.396 300 260.769 230 330 230 330 300 294.554 264.79 
1 17 258.108 300 260.767 230 330.269 230 329.45 300 294.372 264.689 
1 17 258.108 300 260.786 229.482 330 230.292 330 300 294.414 264.711 
1 17 260 300 260 227.556 330 230.861 330 300 294.5 264.146 
1 17 260 299.881 260 227.321 330 230.711 330 299.994 294.351 264.011 
1 17 259.23 298 260.417 228 330 228 330 298 294.545 262.831 
1 17 258.799 298 260.607 228 330 228 330 298 294.569 262.766 
1 17 260 298 260 227.73 330 228.153 330 298 294.714 262.571 
1 17 260 298 260 226.785 330 228.622 330 298 294.683 262.467 
1 17 260 295.826 260 225.386 330 228.776 330 298.708 294.564 261.655 
1 17 260 296 260 225.214 330 228.293 330 296 294.391 260.857 
1 17 259.285 296 260.359 226 330 226 330 296 294.617 260.74 
1 17 259.718 296 260.146 225.233 330 226.417 330 296 294.61 260.592 
1 17 260 296 260 223.662 330 226.882 330 296 294.467 260.249 
1 17 260 294.338 260 223.386 330 226.776 330 296.431 294.538 259.689 
1 17 260 294 260 223.731 330 224.55 330 294 294.624 258.772 
1 17 260 294 260 224 330 224 330 294 294.762 258.619 
1 17 260 294 260 224 330 224 330 294 294.762 258.619 
1 17 260 294 260 223.473 330 224.292 330 294 294.715 258.54 
1 17 260 294 260 222.584 330 224.703 330 294 294.739 258.434 
1 17 260 291.495 260 221.233 330 224.538 330 293.332 294.513 257.103 
1 17 260 292 260 221.517 330 223.043 330 292 294.568 256.833 
1 17 260 292 260 222 330 222 330 292 294.762 256.619 
1 17 260 292 260 222 330 222 330 292 294.77 256.636 
1 17 260 292 260 221.73 330 222.153 330 292 294.75 256.578 
1 17 260 292 260 220.221 330 222.821 330 292 294.685 256.375 
1 17 260 290 260 219.21 330 222.43 330 290 294.356 254.871 
1 17 260 290 260 219.431 330 221.267 330 290 294.549 254.864 
1 17 260 290 260 220 330 220 330 290 294.733 254.65 
1 17 260 290 260 220 330 220 330 290 294.777 254.635 
1 17 260 290 260 219.001 330 220.527 330 290 294.775 254.499 
1 17 260 288 260 218 330 218 330 288 294.762 252.619 
1 17 260 288 260 218 330 218 330 288 294.733 252.65 
1 17 260 288 260 218 330 218 330 288 294.733 252.65 
1 17 260 288 260 218 330 218 330 288 294.788 252.652 
1 17 260 285.24 260 215.464 330 218.826 330 288.348 294.689 251.414 
1 17 260 286 260 215.254 330 217.853 330 286 294.487 250.94 
1 17 260 286 260 215.222 330 218.019 330 286 294.427 250.902 
1 17 260 286 260 215.617 330 216.804 330 286 294.601 250.803 
1 17 260 286 260 214.396 330 216.769 330 286 294.704 250.391 
1 17 260 283.759 260 213.27 330 216.632 330 284.507 294.393 248.995 
1 17 260 284 260 214 330 214 330 284 294.69 248.679 
1 17 260 284 260 214 330 214 330 284 294.762 248.619 
1 17 260 284 260 214 330 214 330 284 294.777 248.635 
1 17 260 284 260 213.707 330 214.159 330 284 294.851 248.558 
1 17 260 282 260 211.2 330 214.308 330 282 294.311 246.98 
1 17 260 282 260 211.222 330 214.019 330 282 294.409 246.918 
1 17 260 282 260 212 330 212 330 282 294.721 246.648 
1 17 260 282 260 212 330 212 330 282 294.762 246.619 
1 17 260 280.957 260 210.061 330 212.858 330 282.483 294.709 246.07 
1 17 260 280 260 209.222 330 212.019 330 280 294.399 244.878 
1 17 260 280 260 209.358 330 211.477 330 280 294.532 244.895 
1 17 260 280 260 209.859 330 210.282 330 280 294.636 244.74 
1 17 260 280 260 209.731 330 210.55 330 280 294.612 244.771 
1 17 260 280 260 207.914 330 210.88 330 280 294.55 244.254 
1 17 260 280 260 208.221 330 210.821 330 280 294.644 244.4 
1 17 260 279.211 260 207.781 330 210.889 330 280.369 294.679 244.065 
1 17 260 278 260 207.2 330 210.308 330 278 294.39 242.916 
1 17 260 278 260 207.204 330 210.171 330 278 294.372 242.857 
1 17 259.864 278 260.273 205.973 330 208.788 330 278 294.591 242.284 
1 17 260 278 260 208 330 208 330 278 294.762 242.619 
1 17 260 278 260 208 330 208 330 278 294.762 242.619 
1 17 260 276.581 260 206.061 330 208.858 330 278.587 294.715 242.051 
1 17 260 275.847 260 205.233 330 208.538 330 276.27 294.342 241.04 
1 17 260 276 260 206 330 206 330 276 294.771 240.634 
1 17 260 276 260 206 330 206 330 276 294.762 240.619 
1 17 260 276 260 206 330 206 330 276 294.786 240.579 
1 17 260 276 260 205.707 330 206.159 330 276 294.616 240.663 
1 17 259.358 274 261.492 203.506 331.279 205.027 329.359 274 294.923 238.82 
1 17 259.859 274 260.287 203.19 330 205.779 330 274 294.494 238.907 
1 17 260 274 260 204 330 204 330 274 294.582 238.781 
1 17 260 274 260 204 330 204 330 274 294.528 238.823 
1 17 259.477 272.749 261.224 202.192 330.518 204.766 329.702 274.534 294.959 238.205 
1 17 259.753 271.266 260.543 201.326 330.267 204.587 329.849 273.558 294.67 237.268 
1 17 260 272 260 201.222 330 204.019 330 272 294.305 237.035 
1 17 260 272 260 201.431 330 203.267 330 272 294.426 236.959 
1 17 259.731 272 260.554 201.714 330.289 202.53 329.841 272 294.705 236.763 
1 17 259.251 269.112 262.458 199.408 332.184 202.784 329.116 271.904 295.479 235.302 
1 17 259.278 269.699 261.867 199.227 331.587 202.519 329.281 270.518 294.978 235.098 
1 17 259.731 270 260.56 199.165 330.28 201.95 329.841 270 294.513 234.873 
1 17 259.431 270 261.289 199.169 331.025 202.265 329.456 270 294.686 234.941 
1 17 259.369 270 262.686 198.803 332.634 200.639 329.303 270 295.686 234.294 
1 17 259.454 268.507 262.814 197.948 332.724 200.911 329.432 270.625 295.922 233.929 
1 17 259.24 267.112 262.334 197.402 331.908 200.771 329.146 269.905 295.345 233.371 
1 17 259.272 267.359 262.155 197.329 331.911 200.707 329.174 269.193 295.239 233.183 
1 17 259.399 268 262.791 197.382 332.737 199.499 329.458 268 295.705 232.844 
1 17 259.386 268 262.793 197.631 332.785 198.817 329.442 268 295.755 232.746 
1 17 259.24 268 262.465 196.239 332.405 198.836 329.139 268 295.477 232.273 
1 17 259.212 268 262.102 196.399 332.053 198.771 329.12 268 295.269 232.363 
1 17 259.907 266.158 262.888 195.82 332.657 198.918 330.317 268.744 296.258 231.871 
1 17 260.785 266 262.641 195.277 332 197.853 332 266 296.317 231.065 
1 17 259.662 266 262.882 196 332.4 196 331.2 266 296.242 230.756 
1 17 260.267 266 262.76 195.243 332 196.417 332 266 296.433 230.558 
1 17 260.636 266 262.635 195.241 332 196.417 332 266 296.511 230.639 
1 17 262 264 262 193.731 332 194.55 332 264 296.591 228.804 
1 17 262 264 262 193.473 332 194.292 332 264 296.682 228.486 
1 17 261.482 261.209 262.296 191.675 332 194.882 332 264.538 296.703 227.639 
1 17 262 261.517 262 191.464 332 194.826 332 264.883 296.803 227.578 
1 17 262 261.462 262 191.914 332 194.88 332 264.767 296.921 227.687 
1 17 262 261.179 262 191.27 332 194.632 332 263.779 296.588 227.295 
1 17 262 261.224 262 191.386 332 194.776 332 264.614 296.779 227.435 
1 17 262 261.692 262 191.662 332 194.882 332 264.8 296.875 227.732 
1 17 262 262 262 192 332 192 332 262 296.733 226.65 
1 17 262 262 262 190.785 332 192.622 332 262 296.71 226.383 
1 17 262 262 262 190.584 332 192.703 332 262 296.711 226.398 
1 17 262 261.196 262 190.221 332 192.821 332 262.383 296.871 226.145 
1 17 262 259.179 262 189.321 332 192.711 332 261.779 296.634 225.229 
1 17 262 260 262 189.222 332 192.019 332 260 296.427 224.941 
1 17 262 260 262 189.73 332 190.153 332 260 296.678 224.532 
1 17 262 260 262 189.001 332 190.527 332 260 296.653 224.454 
1 17 262 258.733 262 188.061 332 190.858 332 260.569 296.896 224.065 
1 17 262 257.476 262 187.781 332 190.889 332 260.753 296.912 223.687 
1 17 262 258 262 187.431 332 189.267 332 258 296.571 222.88 
1 17 262 258 262 188 332 188 332 258 296.677 222.74 
1 17 262 257.45 262 186.221 332 188.821 332 258.269 296.815 222.209 
1 17 262 255.289 262 185.556 332 188.861 332 258.679 296.837 221.535 
1 17 262 256 262 185.358 332 187.477 332 256 296.547 220.922 
1 17 262 256 262 185.731 332 186.55 332 256 296.62 220.812 
1 17 262 256 262 186 332 186 332 256 296.701 220.68 
1 17 262 256 262 185.23 332 186.417 332 256 296.649 220.47 
1 17 262 256 262 184.785 332 186.622 332 256 296.672 220.439 
1 17 262 253.378 262 183.27 332 186.632 332 255.215 296.528 219.126 
1 17 262 253.847 262 183.21 332 186.43 332 254.27 296.441 219.113 
1 17 262 254 262 183.431 332 185.267 332 254 296.561 218.865 
1 17 262 254 262 184 332 184 332 254 296.702 218.555 
1 17 262 254 262 183.001 332 184.527 332 254 296.666 218.455 
1 17 262 251.692 262 181.781 332 184.889 332 254.8 296.848 217.811 
1 17 262 251.111 262 181.464 332 184.826 332 254.219 296.705 217.387 
1 17 262 252 262 181.27 332 184.632 332 252 296.424 217.071 
1 17 262 252 262 181.204 332 184.171 332 252 296.447 217.002 
1 17 262 252 262 181.431 332 183.267 332 252 296.546 216.864 
1 17 262 252 262 181.473 332 182.292 332 252 296.65 216.527 
1 17 262 250.957 262 180.396 332 182.769 332 252.483 296.814 216.222 
1 17 262 249.224 262 179.662 332 182.882 332 252.614 296.835 215.527 
1 17 262 249.111 262 179.556 332 182.861 332 252.219 296.725 215.416 
1 17 262 250 262 179.886 332 180.253 332 250 296.621 214.709 
1 17 262 250 262 180 332 180 332 250 296.634 214.703 
1 17 261.74 250 262.516 179.479 332 180.292 332 250 296.6 214.696 
1 17 262 249.718 262 178.785 332 180.622 332 250.141 296.664 214.501 
1 17 262 248.733 262 178.396 332 180.769 332 250.569 296.823 214.21 
1 17 262 247.289 262 177.781 332 180.889 332 250.679 296.753 213.721 
1 17 262 248 262 177.27 332 180.632 332 248 296.343 213.136 
1 17 262 248 262 177.222 332 180.019 332 248 296.315 213.093 
1 17 261.314 248 263.57 177.718 332.525 178.163 331.708 248 296.857 212.705 
1 17 261.864 248 262.267 177.007 332 178.527 332 248 296.487 212.588 
1 17 261.597 247.189 262.792 176.714 332 178.641 332 248.383 296.815 212.421 
1 17 261.256 245.152 264.037 175.558 332.981 178.813 331.479 247.759 297.07 211.47 
1 17 262.523 246 264.65 175.734 334.525 176.156 332.938 246 298.301 210.437 
1 17 261.313 246 264.568 175.862 334.349 176.284 331.104 246 297.486 210.6 
1 17 261.311 244.502 264.668 174.604 334.188 176.708 331.084 246.614 297.696 210.007 
1 17 261.674 243.731 264.87 174.254 334.573 176.842 331.192 246.677 298.053 209.795 
1 17 262.957 244 264.493 173.528 334 175.043 334 244 298.437 208.823 
1 17 262.342 244 264.696 173.747 334.525 174.142 332.938 244 298.265 208.456 
1 17 261.301 244 264.581 173.862 334.47 174.285 331.117 244 297.536 208.592 
1 17 261.428 242.757 264.787 172.806 334.57 174.637 331.216 244.485 297.94 208.06 
1 17 261.647 242.316 264.863 172.425 334.691 174.792 331.335 244.679 298.022 207.898 
1 17 261.745 242 262.544 171.295 332 173.522 332 242 296.568 207.065 
1 17 261.876 242 262.249 172 332 172 332 242 296.561 206.774 
1 17 261.446 242 263.193 171.445 332 172.303 332 242 296.676 206.628 
1 17 261.344 239.801 264.676 170.419 333.909 172.766 331.112 242.758 297.694 205.887 
1 17 261.36 239.193 264.714 169.944 334.166 172.888 331.101 242.571 297.723 205.583 
1 17 261.258 239.103 264.028 169.782 332.981 172.843 331.472 242.05 297.177 205.486 
1 17 261.617 240 262.816 169.259 332 171.604 332 240 296.618 205.076 
1 17 261.31 237.662 263.667 168.16 332 170.839 332 240.8 297.012 204.039 
1 17 261.864 237.168 262.284 167.794 332 170.889 332 240.536 296.764 203.63 
1 17 262 237.179 262 167.556 332 170.861 332 239.779 296.656 203.311 
